,OBJECTID,siteNo,location,SiteID,Easting,Northing,Current_,pollutants,InstrumentID,Exposure,tube_kerb,rec_kerb,comments,AQMA,Detailed_Location,Tube_Height,Elevation,Grid_ID,LocationClass,LAQM_Locationclass,Survey,RouteID,RouteSequenceID,Description,DateStart,DateEnd,Colocated,Duplicate_Triplicate,obstruction_m,obstruction_lt,inlet_flow_clear,junction_m,longitude,latitude
460,461,WS1,Jamiesons Autos,472,358226,171284,Yes,NO2,1,Yes,4.0,4.0,,Yes,By Jamiesons Autos ,2.4,21.6,40.0,Urban Traffic,Roadside,USA 2009,,,,,,,,1.0,Yes,No,115.0,-2.602395775076308,51.438999373728244
461,462,WS2,B&G Snax West St,473,358105,171124,Yes,NO2,1,Yes,2.0,2.0,To School building behind wall,Yes,On lampost between Belvino wine shop and Thai Grden,2.8,25.0,40.0,Urban Traffic,Roadside,USA 2009,,,,,,,,1.0,Yes,No,316.0,-2.6041177053697546,51.43755190496801
462,463,WS3,Martial Arts West Street,474,357991,170979,No,NO2,1,Yes,2.0,2.0,,Yes,Next to  kebab shop ,2.4,27.5,29.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.6057406035876896,51.436239789177996
463,464,USA09_r1,18 Morton Street,475,360884,173306,No,NO2,1,Yes,15.0,18.0,To railway,Yes,,,20.9,58.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.564379621260832,51.457370072474056
464,465,USA09_r2,Elmgrove Ave,476,360915,173949,No,NO2,1,Yes,12.0,12.0,To railway. tube further back than adjacent poss a,Yes,,,17.6,58.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.564004550669488,51.46315360567412
465,466,USA09_r3,rear 32 st marks grove,477,360738,174435,No,NO2,1,Yes,4.0,8.0,To railway,Yes,,,18.8,68.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.5666063713960066,51.46751111167392
466,467,Cal1,T shirt Shop W. Town Lane,478,362091,170447,No,NO2,1,Yes,5.0,5.0,,Yes,Between Cooke Painters and XparTees - parking in adjacent carpark at junction with Bath Road. ,2.8,47.0,34.0,Urban Traffic,Roadside,Callington Road,,,,,,,,,No,No,,-2.546700896652963,51.43174624700053
467,468,Cal2,cycle sign lamppost,479,361917,170442,No,NO2,1,No,3.0,9.0,,No,On black lamp post on right at end of street (facing end of runnymead).  Parking in street. ,3.2,34.0,33.0,Urban Traffic,Roadside,Callington Road,,,,,,,,,No,No,,-2.5492031928592462,51.43168960184672
468,469,,Halston Drive,480,359713,173971,No,NO2,1,Yes,2.0,100.0,,Yes,,,13.4,57.0,Urban Traffic,Roadside,USA 2009,,,,,,,,,No,No,,-2.581308885086421,51.46326690055647
469,470,O3_CREATE,CREATE Centre Roof,481,356838,172209,No,O3,2,Yes,,,,No,,,8.4,,Urban Background,Urban background,Background Continuous,,,,,1372636800000.0,,,,No,No,,-2.622476440420217,51.447211396059075
470,471,,Avonmouth Road - Lampost (20) Opposite Number Hse No 45,482,352450,177760,No,NO2,1,No,8.0,11.0,,No, Road - Lampost (20) Opposite Number Hse No 45,2.2,6.4,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6863635802620007,51.49676769928482
471,472,,Avonmouth Road - Lampost (19) Opposite Hse No 37,483,352484,177735,No,NO2,1,No,8.0,11.0,,No,Avonmouth Road - Lampost (19) Opposite Hse No 37,2.2,6.4,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6858704558143396,51.49654580172218
472,473,,Avonmouth Road - School Sign Opposite Hse No 16,484,352620,177639,No,NO2,1,No,1.0,6.0,,No,Avonmouth Road - School Sign Opposite Hse No 16,2.8,7.2,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6838985364230754,51.49569415411049
473,474,,Avonmouth Road - Telegraph Pole Opposite Hse No 4,485,352654,177602,No,NO2,1,No,1.0,4.0,,No,Avonmouth Road - Telegraph Pole Opposite Hse No 4,2.6,7.7,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6834038105657534,51.49536435842276
474,475,,Barracks's Lane - Telegraph Pole No 6. End of Lane Left Hand Side,486,352785,177858,No,NO2,1,No,16.0,100.0,,No,Barracks's Lane - Telegraph Pole No 6. End of Lane Left Hand Side,2.0,7.1,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6815513502054493,51.49767697255328
475,476,487,Junction 3 Millpond Street,487,360243,174327,Yes,NO2,1,Yes,5.0,9.0,,Yes,,2.0,12.4,68.0,Urban Traffic,Roadside,JCT3,,,,,,,,1.0,Yes,Yes,1.0,-2.573720042158263,51.46650542578656
476,477,488,Junction 3 Easton Way,488,360205,174291,No,NO2,1,Yes,4.0,5.0,,Yes,,1.8,12.5,68.0,Urban Traffic,Roadside,JCT3,,,,,,,,,No,No,,-2.574263006082236,51.46617905883684
477,478,,Avonmouth Road Outside No 12,489,352634,177629,No,NO2,1,Yes,5.0,8.0,,No,,2.0,7.3,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.6836955315396236,51.49560542500961
478,479,,Avon School Barrack's Lane,490,352683,177670,No,NO2,1,No,4.0,9.0,,No,,2.8,6.4,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.682995268806996,51.49597816222333
479,480,,Avonmouth Road Outside No 76,491,352722,177525,No,NO2,1,Yes,4.0,6.0,,No,,2.6,9.1,101.0,Urban Traffic,Roadside,Avonmouth Road,,,,,,,,,No,No,,-2.682413977865146,51.49467778841232
480,481,492,On 1 way sign at bottom of Wellington Hill,492,359445,176627,Yes,NO2,1,Yes,3.0,13.0,,Yes,,2.8,67.6,93.0,Urban Traffic,Roadside,Horfield Roadside,,,,,,,,2.0,No,Yes,3.0,-2.585472513480092,51.48712774798134
481,482,493,No 67 Filton Avenue on wall facing Muller Rd,493,359677,176758,Yes,NO2,1,Yes,2.0,2.0,,No,,2.3,64.6,93.0,Urban Traffic,Roadside,Horfield Roadside,,,,,,,,1.0,Yes,No,1.0,-2.5821462768020997,51.4883222013051
482,483,494,Muller Road - Adjacent to Darnley Avenue,494,359558,176850,Yes,NO2,1,Yes,0.5,6.0,,No,,2.1,73.2,93.0,Urban Traffic,Kerbside,Horfield Roadside,,,,,,,,1.0,No,Yes,65.0,-2.583870682260878,51.48914084713158
483,484,495,On green fence surrounding Western Power substation (?) adjacent to No.1 Dorian Road,495,359353,177340,No,NO2,1,Yes,6.0,6.0,,No,,1.9,78.3,108.0,Urban Traffic,Roadside,Horfield Roadside,,,,,,,,,No,No,,-2.586879688923095,51.493531683343754
484,485,496,385 Church Road Redfield,496,362296,173620,Yes,NO2,1,Yes,3.0,3.0,,Yes,,2.3,57.3,60.0,Urban Traffic,Roadside,Post Stage Four,,,,,,,,1.0,No,Yes,42.0,-2.544090781580283,51.460289162918656
485,486,497,20 Ashley Road,497,359268,174132,Yes,NO2,1,Yes,1.0,5.0,,Yes,,2.3,23.8,67.0,Urban Traffic,Roadside,Post DA Facades,,,,,,,,1.0,No,Yes,141.0,-2.587732929554003,51.46468253247841
486,487,498,Hungerford Road,498,362275,169860,No,NO2,1,No,3.0,8.0,,No,,2.2,47.0,,Urban Traffic,Roadside,Hungerford Road,,,,,,,,,No,No,,-2.543991251704428,51.42648063621701
487,488,QAQC_TW,Temple Way Nox site,499,359522,173381,Yes,NO2,1,Yes,5.0,5.0,500,Yes,,1.5,10.9,57.0,Urban Traffic,Roadside,QAQC,,,,,,500.0,T,1.0,Yes,No,156.0,-2.583990482463602,51.45794830716138
488,489,NAT,Temple Way,500,359522,173381,Yes,NOX NO2 NO PM10,2,Yes,5.0,5.0,SO16,Yes,5 metres temple Way,1.5,10.9,,Urban Traffic,Roadside,Roadside Continuous,,,Roadside monitoring station beside multi-lane section of the A4044 (Temple Way). This is a major route in and out of Bristol city centre.,1501545600000.0,,,,1.0,Yes,No,156.0,-2.583990482463602,51.45794830716138
489,490,CONTIN_Colston_Avenue,Colston Avenue,501,358640,173090,Yes,NOX NO2 NO,2,Yes,2.0,5.0,S017,Yes,,1.5,9.7,,Urban Traffic,Roadside,Roadside Continuous,,,This site was established to replace the Rupert Street site in late 2018. It is intended to represent worst case exposure to traffic pollutants in the city centre. Monitoring of PM10 ceased in 2021 due to machine problems.,1543536000000.0,,,,1.0,Yes,No,21.0,-2.5966505128659763,51.45526776649955
490,491,QAQC_Colston_Ave,Co-located Colston Ave,502,358640,173090,Yes,NO2,1,Yes,2.0,5.0,501,Yes,,1.5,9.7,56.0,Urban Traffic,Roadside,QAQC,,,,,,501.0,T,1.0,Yes,No,21.0,-2.5966505128659763,51.45526776649955
491,492,503,Sea mills pharmacy no stopping sign,503,354977,176406,No,NO2,1,Yes,,,,No,Sea mills pharmacy,2.0,22.8,88.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.6497908338890026,51.48480185279275
492,493,504,Avonmouth primary,504,352204,177585,No,NO2,1,Yes,,,,No,Avonmouth c of e primary no stopping sign,2.0,7.8,101.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.6898831411937025,51.495173511563195
493,494,505,Henbury school,505,356352,179109,No,NO2,1,Yes,,,,No,Henbury school No stopping 20mph sign station road,2.0,39.4,131.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.6303243563445564,51.50921230725529
494,495,506,Woodstock school,506,356387,178813,No,NO2,1,Yes,,,,No,Woodstock school lamppost entrance on welcome sign,2.0,38.7,120.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.629783430942771,51.50655371516105
495,496,507,Blaise school,507,356744,178916,No,NO2,1,Yes,,,,No,Blaise school opposite ped crossing and aldi,2.0,37.3,120.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.624652458927386,51.50750728266908
496,497,508,Orchard school,508,359881,177941,No,NO2,1,Yes,,,,No,Orchard school green fence right of entrance a38,2.0,84.5,108.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5793430830237836,51.4989730974122
497,498,509,Filton avenue primary,509,360050,176983,No,NO2,1,Yes,,,,No,"Filton avenue primary on blue fence left of entrance Mr green bricks
",2.0,58.3,94.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.576799798213823,51.490371718185635
498,499,510,Ashley down primary,510,359556,176239,No,NO2,1,Yes,,,,No,Ashley down primary no entry sign junction tortworth,2.0,52.2,93.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.583829408610143,51.48364722961979
499,500,511,Sefton park,511,359717,175191,No,NO2,1,Yes,,,,No,Sefton park no stopping sign,2.0,56.2,80.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5813908787246773,51.47423640172697
500,501,512,Colston girls,512,359026,174432,Yes,NO2,1,Yes,3.0,5.0,,Yes,Colston girls bus lane sign,2.0,30.8,67.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,2.0,No,Yes,150.0,-2.5912513780743844,51.46736238958165
501,502,513,Cabot primary,513,359674,173915,No,NO2,1,Yes,,,,Yes,Cabot primary no stopping sign,2.0,13.7,57.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5818638560995995,51.462760596342285
502,503,514,St. Barnabas,514,359707,174422,No,NO2,1,Yes,,,,No,St Barnabas right of gate Albany road,2.0,13.7,67.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5814467748136782,51.46732157153023
503,504,515,St. Werburghs park nursery,515,360333,174871,No,NO2,1,Yes,3.0,5.0,,Yes,St werburghs nursery stainless pole,2.0,14.2,68.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5724857261713465,51.471402904817076
504,505,516,Fairfield high school,516,360411,175336,No,NO2,1,Yes,,,,No,Fairfield green post right of entrance,2.0,46.1,81.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5714150557404785,51.47558920828893
505,506,517,Glenfrome primary,517,360922,175640,No,NO2,1,Yes,,,,Yes,Glenfrome primary lamppost,2.0,20.6,81.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5640913801551366,51.47835799007666
506,507,518,Fishponds c of e,518,362989,175722,No,NO2,1,Yes,,,,No,Fishponds c of e Channing's hill lampost corner 20mph,2.0,54.0,83.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5343377014595125,51.4792344163859
507,508,519,Briarwood school,519,363854,175554,No,NO2,1,Yes,,,,No,Briarwood school lamppost entrance,2.0,66.6,84.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.521865355505198,51.47777996966594
508,509,520,St. Joseph's RC primary,520,363517,175084,No,NO2,1,Yes,,,,No,St. Joseph's RC no stopping 20 mph,2.0,76.5,84.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.526668912316391,51.47353241666064
509,510,521,Chester park infants,521,363251,175200,No,NO2,1,Yes,,,,No,Chester park infants bus stop sign,2.0,70.9,84.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.530510667359974,51.47455813656555
510,511,522,May park primary,522,361362,174945,No,NO2,1,Yes,,,,Yes,May park primary lamppost near green box,2.0,29.4,69.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.557679495886781,51.47213944436014
511,512,523,Bannerman road,523,360764,174069,No,NO2,1,Yes,,,,Yes,Bannerman road lamppost on Norman road opposite number 10,2.0,11.9,68.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.566191426976658,51.4642221150352
512,513,524,City academy,524,360990,173569,No,NO2,1,Yes,,,,Yes,City academy Russell town road camera post,2.0,20.0,58.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.562883006614892,51.45974210405259
513,514,525,Summer hill a420,525,362455,173687,Yes,NO2,1,Yes,1.0,1.0,,Yes,Summer hill traffic crossing post,2.0,65.1,60.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,1.0,Yes,No,108.0,-2.5418093951628586,51.46090213569729
514,515,526,Summer hill Plummers hill,526,362436,173751,No,NO2,1,Yes,,,,Yes,Summer hill Plummers hill black fencepost stand on wall,2.0,59.1,60.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.542089705189822,51.46147631172739
515,516,527,St patricks,527,361732,173291,No,NO2,1,Yes,,,,Yes,St patricks primary lamppost near crossing,2.0,38.1,59.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5521729857590243,51.457293228032306
516,517,528,Redfield educate together,528,361564,173363,No,NO2,1,Yes,,,,Yes,Redfield educate together on bus sign,2.0,33.1,59.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.554598776113057,51.45792920406009
517,518,529,Bristol futures academy,529,361132,173030,No,NO2,1,Yes,,,,Yes,Bristol futures academy fencepost near crossing stand on wall,2.0,19.2,59.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.560779925616985,51.45490557378862
518,519,530,Barton Hill Academy,530,360838,172869,No,NO2,1,Yes,,,,Yes,Barton Hill academy,2.0,17.1,50.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5649933356186434,51.45343767622517
519,520,531,Easton c of e academy,531,360345,173688,No,NO2,1,Yes,,,,Yes,Easton c of e academy blue lamppost,2.0,14.1,58.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5721799853271246,51.46076715288108
520,521,532,St. Nicholas of tolentine,532,360025,173521,No,NO2,1,Yes,1.0,40.0,,Yes,St. Nicholas of tolentine post by sign,2.0,12.4,58.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5767669457494122,51.459242997566676
521,522,533,Hannah more front,533,359814,172913,No,NO2,1,Yes,,,,Yes,Hannah more no stopping sign yellow gate,2.0,10.6,49.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5797347323788196,51.45376124074299
522,523,534,Hillcrest primary,534,360412,171327,No,NO2,1,Yes,,,,Yes,Hillcrest primary blue fence right of entrance climb wall,3.0,60.9,42.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5709511045365345,51.43954351904976
523,524,535,West town lane academy,535,361532,170073,No,NO2,1,Yes,,,,No,West town lane academy lamppost left of entrance climb on wall,3.0,28.9,33.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.554700677255389,51.42834580012636
524,525,536,St Mary redcliffe secondary,536,359291,172012,No,NO2,1,Yes,,,,Yes,St Mary redcliffe secondary no stopping sign Clarence road,2.0,8.8,49.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5871576177863136,51.44562260756899
525,526,537,St Mary redcliffe primary,537,359145,171623,No,NO2,1,Yes,,,,Yes,St Mary redcliffe primary lampost 7,2.0,17.8,41.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.5892135056116676,51.44211450132926
526,527,538,Dalby avenue,538,358681,171478,Yes,NO2,1,No,1.2,136.0,,Yes,Dalby avenue 20mph sign,2.0,9.4,40.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,3.0,No,Yes,163.0,-2.595872410436526,51.440777055952225
527,528,539,Dalby avenue church lane,539,358599,171391,Yes,NO2,1,Yes,2.0,4.0,,Yes,Dalby avenue church lane lampost,2.0,9.8,40.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,1.0,Yes,Yes,294.0,-2.5970420241342005,51.43998886298143
528,529,540,Compass point,540,358017,171192,No,NO2,1,Yes,,,,No,Compass point lampost bin,2.0,27.4,40.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.6053916669069346,51.438156712614614
529,530,541,Holy cross primary,541,358437,171762,No,NO2,1,Yes,,,,Yes,Holy cross primary 20mph shed,2.0,9.4,40.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.599416069641839,51.44331251552865
530,531,542,Southville primary,542,358078,171774,No,NO2,1,Yes,,,,Yes,Southville primary lampost,2.0,24.0,40.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.6045826557430516,51.44339382312531
531,532,543,Southville primary Myrtle street,543,357791,171501,No,NO2,1,Yes,,,,Yes,Southville primary Myrtle street no stopping sign,2.0,19.6,39.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.608679482841795,51.44091790915277
532,533,544,Ashton gate primary,544,357345,171727,No,NO2,1,Yes,,,,Yes,Ashton gate primary lamppost north street,2.0,11.0,39.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.615123101973412,51.44291624437893
533,534,545,Ashton park school,545,356379,171436,Yes,NO2,1,No,4.0,71.0,,Yes,Ashton park school cycle sign post,2.0,18.7,38.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,1.0,Yes,Yes,167.0,-2.628985406654823,51.44022596218519
534,535,546,HotWells primary,546,356927,172605,No,NO2,1,Yes,,,,No,HotWells primary no left turn signpost,2.0,16.2,46.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.6212441418240378,51.45077869043143
535,536,547,St George's primary,547,357979,172661,No,NO2,1,Yes,,,,Yes,St George's primary on school sign,2.0,24.9,47.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.6061122376724253,51.45136157162749
536,537,548,St Michaels on the mount,548,358473,173201,No,NO2,1,Yes,,,,Yes,St Michaels on the mount lamppost corner,2.0,44.9,56.0,Urban Background,Urban background,Schools 2018,,,,,,,,,No,No,,-2.599066967046978,51.45625352668329
537,538,549,Real sounds studios silver street,549,358920,173334,No,NO2,1,Yes,,,,Yes,On post,2.0,8.4,56.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5926492752523878,51.45748214452723
538,539,550,Cathedral School,550,358353,172613,Yes,NO2,1,Yes,9.0,9.0,,Yes,On fence,2.0,9.2,48.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,1.0,Yes,No,213.0,-2.600724540336424,51.450957741514515
539,540,551,Cod Almighty downpipe,551,358981,178173,No,NO2,1,Yes,10.0,10.0,Councillor request,No,On downpipe of gutter,2.0,63.0,122.0,Urban Traffic,Roadside,,,,,,,,,,No,No,,-2.5923349035544354,51.50099423211071
540,541,36,Bell Hill,552,361224,175817,No,NO2,1,No,2.0,5.0,Highways England Tube 36,Yes,lamppost adjacent to stone wall,2.0,19.2,82.0,Urban Traffic,Roadside,HE2018,,,,,,,,,No,No,,-2.559762445520189,51.47997017468684
541,542,37,Glenfrome Road lamppost by M32 Bridge,553,361152,175673,No,NO2,1,No,0.0,12.0,HE37,Yes,lamppost nr stone wall outbuilding M32 bridge,2.0,12.3,82.0,Urban Traffic,Roadside,HE,,,,,,,,,No,No,,-2.560783285070573,51.47867053420647
542,543,554,Nelson Street,554,358812,173217,No,NO2,1,No,3.0,3.0,replaced silver street tube,Yes,No Loading sign graff wall,2.0,9.2,56.0,Urban Traffic,Roadside,Schools 2018,,,,,,,,,No,No,,-2.5941899897553924,51.45642226967237
543,544,555,420 Hotwell Road A4,555,356679,172589,Yes,NO2,1,Yes,3.0,5.0,,Yes,No U - Turn sign Avon Gorge,2.0,9.1,46.0,Urban Traffic,Roadside,2019,,,,,,,,1.0,Yes,Yes,308.0,-2.624810968749629,51.45061586184657
544,545,556,South Eastern stair access Plimsoll Bridge,556,356827,172303,Yes,NO2,1,No,2.0,222.0,,Yes,,2.0,18.0,46.0,Urban Traffic,Roadside,2019,,,,,,,,1.0,Yes,No,54.0,-2.622646217021777,51.448055722812825
545,546,557,Talbot Road 20mph lamppost,557,361171,170685,No,NO2,1,Yes,1.0,8.0,,No,,2.0,63.0,33.0,Urban Traffic,Roadside,2019,,,,,,,,,No,No,,-2.5599606006431905,51.43382383583872
546,547,558,Coronation Road Walter Street No Entry,558,357294,171926,No,NO2,1,Yes,2.0,3.0,,Yes,Lamp post nr freshco,2.0,15.0,39.0,Urban Traffic,Roadside,2019,,,,,,,,,No,No,,-2.61588088547371,51.44470161248596
547,548,559,Except local buses sign Blackmoors Lane,559,356485,171580,Yes,NO2,1,Yes,2.0,10.0,,Yes,,2.0,13.0,38.0,Urban Traffic,Roadside,2019,,,,,,,,1.0,No,Yes,5.0,-2.6274781498614814,51.441528850604705
548,549,,Lamppost outside BRI CAZ,560,358665,173439,Yes,NO2,1,Yes,2.5,4.5,CAZ modelling,Yes,Lamppost outside BRI 32790,2.0,73.0,56.0,Urban Traffic,Roadside,CAZ,,,,1559692800000.0,,,D,2.0,No,Yes,50.0,-2.596331613604048,51.458407590101004
549,550,,Lamppost opposite BRI CAZ,561,358688,173431,Yes,NO2,1,Yes,5.0,8.0,CAZ modelling,Yes,Over road from BRI street light 32797,2.0,73.0,56.0,Urban Traffic,Roadside,CAZ,,,,1559692800000.0,,,D,1.0,No,Yes,50.0,-2.5959996466090205,51.45833734587732
550,551,,Lamp post near Queens Head pub South Bristol link,562,356960,168194,No,NO2,1,Yes,1.0,10.0,,No,,2.0,50.7,12.0,Urban Traffic,Roadside,SBL,,,,1562112000000.0,,,,,No,No,,-2.62023172171774,51.41112170375092
551,552,, Lamp post at junction with Highridge rd. near Cox brothers garage. South Bristol link.,563,356606,168316,No,NO2,1,Yes,2.0,6.0,,No,,2.0,68.9,12.0,Urban Traffic,Roadside,SBL,,,,1562112000000.0,,,,,No,No,,-2.6253367093977933,51.41219148946778
552,553,,Westbury on Trym High Street Lamp post by Athena restaurant,564,357173,177453,No,NO2,1,Yes,1.0,2.0,,No,,2.0,29.8,106.0,Urban Traffic,Roadside,A4018,,,,1562112000000.0,,,,,No,No,,-2.6182936794186684,51.49438633026163
553,554,,A4018 Lamp post by layby before roundabout for Crow Ln/ Knole Ln,565,357227,179101,Yes,NO2,1,Yes,1.0,1.0,,No,,2.0,49.3,132.0,Urban Traffic,Roadside,A4018,,,,1562112000000.0,,,,2.0,No,Yes,45.0,-2.617715761885049,51.50920745733689
554,555,AQ Mesh Temple Way,AQ Mesh Temple Way,566,359522,173381,No,PM10 PM2.5,10,Yes,5.0,0.0,,Yes,Collocated with AURN affiliated site Temple Way,1.5,10.8,57.0,Urban Traffic,Roadside,,,,"This is an ""AQ Mesh"" low cost sensor that is not approved by government for comparing with air quality objectives. We are trialling the operation of this instrument by co - locating it with an approved analyser at Bristol Temple Way. It monitors PM2.5 and PM10 as well as recording air temperature and humidity.",1546300800000.0,,,,,No,No,,-2.583990482463602,51.45794830716138
555,556,,Muller road/ Glenfrome road junction north,567,360728,175345,Yes,NO2,1,Yes,1.5,3.0,AQMA monitoring,No,On lampost by pedestrian crossing up the hill from Glenfrome road. ID: 28628,2.0,24.5,81.0,Urban Traffic,Roadside,,,,,1565222400000.0,,,,3.0,No,Yes,1.0,-2.566851812322687,51.47569225477466
556,557,,Traffic light on the corner of Shaldon road,568,360178,175779,Yes,NO2,1,Yes,0.5,4.0,AQMA monitoring,No,Traffic light on the corner of Shaldon road,2.0,27.2,81.0,Urban Traffic,Kerbside,,,,,1565222400000.0,,,,3.0,No,Yes,1.0,-2.5748200206773375,51.47955573674317
557,558,,Lampost on North corner of Draycott road junction with Muller road.,569,359855,176186,Yes,NO2,1,Yes,2.5,4.5,AQMA monitoring,No,Lampost on North corner of Draycott road junction with Muller road.,2.0,40.7,93.0,Urban Traffic,Roadside,,,,,1565222400000.0,,,,2.0,No,Yes,1.0,-2.5795175227955784,51.48319208473943
558,559,,Muller road junction with Downend road lampost north of the junction.,570,359847,176439,Yes,NO2,1,Yes,0.4,3.0,AQMA monitoring,No,Muller road junction with Downend road lampost north of the junction.,2.0,50.1,93.0,Urban Traffic,Kerbside,,,,,1565222400000.0,,,,1.0,No,Yes,3.0,-2.5796615673756698,51.48546621546482
559,560,,Muller road junction with Downend road traffic light to the south of the junction.,571,359848,176411,Yes,NO2,1,Yes,1.0,6.5,AQMA monitoring,No,Muller road junction with Downend road traffic light to the south of the junction.,2.0,49.6,93.0,Urban Traffic,Roadside,,,,,1565222400000.0,,,,1.0,No,Yes,1.0,-2.5796439761625316,51.48521453963713
560,561,,St. Werburghs,572,360049,175200,No,NO2 PM10 PM2.5 CO O3 Temperature RH,10,Yes,0.0,0.0,AQT420,Yes,The Yard,4.0,17.0,81.0,Urban Background,Urban Background,,,,,1544400000000.0,,,,,No,No,,-2.576611807004978,51.47434092102542
561,562,BIA_NOx_PM10,Bristol Airport,573,351099,165538,Yes,NOX NO2 NO PM10,2,No,0.0,0.0,S012,No,"By bus stop, long term car park",1.5,,56.0,Suburban Industrial,Industrial,Airport,,,,,,,,,No,No,,-2.7041309451788846,51.38676459040267
562,563,574,"Whiteladies road, on loading sign next to Redland library",574,357678,174229,Yes,NO2,1,Yes,3.0,3.0,,No,"Whiteladies road, on loading sign next to Redland library",2.0,61.4,65.0,Urban Traffic,Roadside,,,,,1578528000000.0,,,,1.0,Yes,Yes,120.0,-2.6106323593411584,51.465437508639766
563,564,575,Baldwin Street traffic light outside domino's,575,358685,172881,Yes,NO2,1,No,0.1,5.0,,Yes,"Baldwin Street, traffic light outside domino's",2.0,8.8,48.0,Urban Traffic,Kerbside,,,,,1591142400000.0,,,,3.0,No,Yes,85.0,-2.5959784246041737,51.45339186988202
564,565,576,"Baldwin Street lamp post by cycle way, opp St Stephens St",576,358792,172874,Yes,NO2,1,No,1.0,6.0,,Yes,"Baldwin Street, lamp post by cycle way, opposite St Stephens Street",2.0,9.4,48.0,Urban Traffic,Roadside,,,,,1591142400000.0,,,,1.0,Yes,Yes,195.0,-2.594437783480958,51.453336765165844
